@relation 'mario-weka.filters.unsupervised.attribute.Remove-R2-3,5-6-weka.filters.unsupervised.attribute.Remove-R2_clustered'

@attribute Instance_number numeric
@attribute enemigoDelante {0,1}
@attribute monedaEncima {0,1}
@attribute bloqueEncima {0,1}
@attribute obstaculoDelante {0,1}
@attribute left {Si,No}
@attribute right {Si,No}
@attribute down {Si,No}
@attribute jump {Si,No}
@attribute speed {Si,No}
@attribute up {Si,No}
@attribute Puntuacion+Distancia numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
3321,0,0,0,0,No,Si,No,Si,No,No,56,cluster0
3322,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
3323,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
3324,0,0,0,0,No,Si,No,Si,No,No,50,cluster0
3325,1,0,0,0,No,Si,No,Si,No,No,47,cluster1
3326,0,0,0,0,No,Si,No,Si,No,No,35,cluster0
3327,0,0,0,0,No,Si,No,No,No,No,33,cluster0
3328,0,0,0,0,No,Si,No,No,No,No,35,cluster0
3329,0,0,0,0,No,Si,No,No,No,No,37,cluster0
3330,0,0,0,0,No,Si,No,No,No,No,39,cluster0
3331,0,0,0,0,No,Si,No,No,No,No,41,cluster0
3332,0,0,0,0,No,Si,No,Si,No,No,42,cluster0
3333,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
3334,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
3335,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
3336,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
3337,0,0,0,0,No,Si,No,Si,No,No,48,cluster0
3338,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
3339,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
3340,0,0,0,0,No,Si,No,Si,No,No,8,cluster0
3341,0,0,0,0,No,Si,No,Si,No,No,15,cluster0
3342,0,0,0,0,No,Si,No,Si,No,No,-544,cluster0
3343,0,0,0,0,No,Si,No,No,No,No,24,cluster0
3344,0,0,0,0,No,Si,No,No,No,No,28,cluster0
3345,0,0,0,0,No,Si,No,No,No,No,31,cluster0
3346,0,0,0,0,No,Si,No,No,No,No,33,cluster0
3347,0,0,0,0,No,Si,No,No,No,No,35,cluster0
3348,0,0,0,0,No,Si,No,No,No,No,38,cluster0
3349,0,0,0,0,No,Si,No,No,No,No,39,cluster0
3350,0,0,0,0,No,Si,No,No,No,No,41,cluster0
3351,0,0,0,0,No,Si,No,No,No,No,43,cluster0
3352,0,0,0,0,No,Si,No,No,No,No,44,cluster0
3353,0,0,0,0,No,Si,No,No,No,No,45,cluster0
3354,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
3355,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
3356,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
3357,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
3358,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
3359,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
3360,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
3361,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
3362,0,0,0,0,No,Si,No,Si,No,No,38,cluster0
3363,0,0,0,0,No,Si,No,Si,No,No,36,cluster0
3364,0,0,0,0,No,Si,No,Si,No,No,35,cluster0
3365,0,0,0,0,No,Si,No,No,No,No,38,cluster0
3366,0,0,0,0,No,Si,No,No,No,No,39,cluster0
3367,0,0,0,0,No,Si,No,No,No,No,40,cluster0
3368,0,0,0,0,No,Si,No,No,No,No,39,cluster0
3369,0,0,0,0,No,Si,No,No,No,No,39,cluster0
3370,0,0,0,0,No,Si,No,No,No,No,38,cluster0
3371,0,0,0,0,No,Si,No,Si,No,No,36,cluster0
3372,0,0,0,0,No,Si,No,Si,No,No,34,cluster0
3373,0,0,0,0,No,Si,No,Si,No,No,32,cluster0
3374,0,0,0,0,No,Si,No,Si,No,No,28,cluster0
3375,0,0,0,0,No,No,No,Si,No,No,26,cluster0
3376,1,0,0,0,No,No,No,Si,No,No,16,cluster1
3377,1,0,0,0,No,No,No,Si,No,No,5,cluster1
3378,0,0,0,0,No,No,No,Si,No,No,4,cluster0
3379,0,0,0,0,No,No,No,Si,No,No,13,cluster0
3380,0,0,0,0,No,No,No,Si,No,No,0,cluster0
3381,0,0,0,0,No,No,No,Si,No,No,0,cluster0
3382,0,0,0,0,No,No,No,Si,No,No,10,cluster0
3383,0,0,0,0,No,No,No,Si,No,No,10,cluster0
3384,1,0,0,0,No,No,No,Si,No,No,0,cluster1
3385,0,0,0,0,No,No,No,Si,No,No,0,cluster0
3386,0,0,0,0,No,No,No,Si,No,No,10,cluster0
3387,0,0,0,0,No,No,No,Si,No,No,10,cluster0
3388,0,0,0,0,No,No,No,Si,No,No,10,cluster0
3389,0,0,0,0,No,No,No,Si,No,No,-42,cluster0
3390,0,0,0,0,No,No,No,Si,No,No,-42,cluster0
3391,0,0,0,0,No,No,No,Si,No,No,-42,cluster0
3392,0,0,0,0,No,No,No,Si,No,No,0,cluster0
3393,0,0,0,0,No,No,No,Si,No,No,10,cluster0
3394,0,0,0,0,No,No,No,Si,No,No,10,cluster0
3395,0,0,0,0,No,No,No,Si,No,No,10,cluster0
3396,0,0,0,0,No,No,No,Si,No,No,0,cluster0
3397,0,0,0,0,No,No,No,Si,No,No,0,cluster0
3398,0,0,0,0,No,Si,No,No,No,No,24,cluster0
3399,0,0,0,0,No,Si,No,No,No,No,28,cluster0
3400,0,0,0,0,No,Si,No,No,No,No,31,cluster0
3401,0,0,0,0,No,Si,No,No,No,No,33,cluster0
3402,0,0,0,0,No,Si,No,No,No,No,35,cluster0
3403,0,0,0,1,No,Si,No,Si,No,No,38,cluster3
3404,0,0,0,1,No,Si,No,Si,No,No,40,cluster3
3405,0,0,0,1,No,Si,No,Si,No,No,41,cluster3
3406,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
3407,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
3408,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
3409,0,0,0,0,No,Si,No,Si,No,No,42,cluster0
3410,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
3411,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
3412,0,0,0,0,No,Si,No,Si,No,No,39,cluster0
3413,0,0,0,0,No,Si,No,Si,No,No,37,cluster0
3414,0,0,0,0,No,Si,No,Si,No,No,36,cluster0
3415,0,0,0,0,No,Si,No,No,No,No,36,cluster0
3416,0,0,0,0,No,Si,No,No,No,No,-8,cluster0
3417,0,0,0,0,No,Si,No,Si,No,No,-9,cluster0
3418,0,0,0,0,No,Si,No,Si,No,No,-10,cluster0
3419,1,0,0,0,No,Si,No,Si,No,No,-12,cluster1
3420,1,0,0,0,No,Si,No,Si,No,No,-15,cluster1
3421,1,0,0,0,No,Si,No,Si,No,No,26,cluster1
3422,0,0,0,0,No,No,No,Si,No,No,22,cluster0
3423,0,0,0,0,No,No,No,Si,No,No,21,cluster0
3424,0,0,0,0,No,No,No,Si,No,No,20,cluster0
3425,0,0,0,0,No,No,No,Si,No,No,20,cluster0
3426,0,0,0,0,No,No,No,Si,No,No,19,cluster0
3427,0,0,0,0,No,No,No,Si,No,No,20,cluster0
3428,0,0,0,0,No,No,No,Si,No,No,22,cluster0
3429,0,0,0,0,No,No,No,Si,No,No,23,cluster0
3430,0,0,0,0,No,No,No,Si,No,No,26,cluster0
3431,0,0,0,0,No,No,No,Si,No,No,28,cluster0
3432,0,0,0,0,No,Si,No,Si,No,No,31,cluster0
3433,0,0,0,0,No,Si,No,No,No,No,33,cluster0
3434,0,0,0,0,No,Si,No,No,No,No,34,cluster0
3435,0,0,0,0,No,Si,No,No,No,No,34,cluster0
3436,0,0,0,0,No,Si,No,Si,No,No,35,cluster0
3437,0,0,0,0,No,Si,No,Si,No,No,34,cluster0
3438,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
3439,0,0,0,0,No,Si,No,Si,No,No,63,cluster0
3440,0,0,0,0,No,Si,No,Si,No,No,61,cluster0
3441,0,0,0,0,No,Si,No,Si,No,No,58,cluster0
3442,0,1,1,0,No,No,No,Si,No,No,56,cluster2
3443,0,0,1,0,No,No,No,Si,No,No,26,cluster2
3444,0,0,1,0,No,No,No,Si,No,No,25,cluster2
3445,0,0,1,0,No,No,No,Si,No,No,24,cluster2
3446,0,0,1,0,No,No,No,Si,No,No,22,cluster2
3447,0,0,1,0,No,No,No,Si,No,No,33,cluster2
3448,0,0,1,0,No,No,No,Si,No,No,17,cluster2
3449,0,0,1,0,No,No,No,Si,No,No,16,cluster2
3450,0,0,1,0,No,No,No,Si,No,No,16,cluster2
3451,0,0,0,0,No,No,No,Si,No,No,16,cluster0
3452,0,0,0,0,No,No,No,Si,No,No,0,cluster0
3453,0,0,0,0,No,No,No,Si,No,No,0,cluster0
3454,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3455,0,0,1,0,No,Si,No,No,No,No,32,cluster2
3456,0,0,1,0,No,Si,No,No,No,No,33,cluster2
3457,0,0,1,0,No,Si,No,No,No,No,33,cluster2
3458,0,0,1,0,No,Si,No,No,No,No,32,cluster2
3459,0,0,1,0,No,Si,No,No,No,No,31,cluster2
3460,0,0,1,0,No,No,No,Si,No,No,29,cluster2
3461,0,0,1,0,No,No,No,Si,No,No,28,cluster2
3462,0,0,1,0,Si,No,No,No,No,No,-1,cluster2
3463,0,0,1,0,Si,No,No,No,No,No,-1,cluster2
3464,0,0,1,0,Si,No,No,No,No,No,-1,cluster2
3465,0,0,1,0,Si,No,No,No,No,No,-1,cluster2
3466,0,0,1,0,Si,No,No,No,No,No,1,cluster2
3467,0,0,1,0,No,No,No,Si,No,No,3,cluster2
3468,0,0,1,0,No,No,No,Si,No,No,4,cluster2
3469,0,0,1,0,No,No,No,Si,No,No,5,cluster2
3470,0,0,1,0,No,No,No,Si,No,No,7,cluster2
3471,0,0,0,0,No,No,No,Si,No,No,8,cluster0
3472,0,0,0,0,No,No,No,Si,No,No,-6,cluster0
3473,0,0,0,0,No,No,No,Si,No,No,-3,cluster0
3474,0,0,1,0,No,No,No,Si,No,No,-1,cluster2
3475,0,0,1,0,No,No,No,Si,No,No,2,cluster2
3476,0,0,1,0,No,Si,No,No,No,No,13,cluster2
3477,0,0,1,0,No,Si,No,No,No,No,30,cluster2
3478,0,0,1,0,No,Si,No,No,No,No,30,cluster2
3479,0,0,1,0,No,Si,No,No,No,No,29,cluster2
3480,0,0,1,0,No,Si,No,No,No,No,29,cluster2
3481,0,0,1,0,No,No,No,Si,No,No,26,cluster2
3482,0,0,1,0,No,No,No,Si,No,No,25,cluster2
3483,0,0,1,0,No,No,No,Si,No,No,24,cluster2
3484,0,0,1,0,No,No,No,Si,No,No,23,cluster2
3485,0,0,0,0,No,No,No,Si,No,No,21,cluster0
3486,0,0,0,0,No,No,No,Si,No,No,4,cluster0
3487,0,0,0,0,No,No,No,Si,No,No,4,cluster0
3488,0,0,1,0,No,No,No,Si,No,No,3,cluster2
3489,0,0,1,0,No,No,No,Si,No,No,1,cluster2
3490,0,0,1,0,Si,No,Si,No,No,No,-1,cluster2
3491,0,0,1,0,Si,No,Si,No,No,No,-1,cluster2
3492,0,0,1,0,Si,No,Si,No,No,No,-1,cluster2
3493,0,0,1,0,Si,No,No,Si,No,No,0,cluster2
3494,0,0,1,0,Si,No,No,Si,No,No,1,cluster2
3495,0,0,1,0,No,No,No,Si,No,No,2,cluster2
3496,0,0,1,0,No,No,No,Si,No,No,4,cluster2
3497,0,0,1,0,No,Si,No,No,No,No,29,cluster2
3498,0,0,1,0,No,Si,No,No,No,No,30,cluster2
3499,0,0,1,0,No,Si,No,No,No,No,30,cluster2
3500,0,0,1,0,No,Si,No,Si,No,No,30,cluster2
3501,0,0,1,0,No,Si,No,Si,No,No,28,cluster2
3502,0,0,1,0,No,No,No,Si,No,No,27,cluster2
3503,0,0,1,0,No,No,No,Si,No,No,26,cluster2
3504,0,0,0,0,No,No,No,Si,No,No,25,cluster0
3505,0,0,0,0,No,No,No,Si,No,No,8,cluster0
3506,0,0,0,0,No,No,No,Si,No,No,5,cluster0
3507,0,0,1,0,Si,No,No,No,No,No,-16,cluster2
3508,0,0,1,0,Si,No,No,No,No,No,-17,cluster2
3509,0,0,1,0,Si,No,No,No,No,No,-17,cluster2
3510,0,0,1,0,Si,No,No,Si,No,No,-16,cluster2
3511,0,0,1,0,Si,No,No,Si,No,No,-13,cluster2
3512,0,0,1,0,No,No,No,Si,No,No,-9,cluster2
3513,0,0,1,0,No,Si,No,No,No,No,29,cluster2
3514,0,0,1,0,No,Si,No,No,No,No,30,cluster2
3515,0,0,1,0,No,Si,No,No,No,No,30,cluster2
3516,0,0,1,0,No,Si,No,No,No,No,30,cluster2
3517,0,0,1,0,No,Si,No,No,No,No,28,cluster2
3518,0,0,1,0,No,No,No,Si,No,No,27,cluster2
3519,0,0,1,0,No,No,No,Si,No,No,27,cluster2
3520,0,0,1,0,No,No,No,Si,No,No,25,cluster2
3521,0,0,1,0,No,No,No,Si,No,No,23,cluster2
3522,0,0,0,0,No,No,No,Si,No,No,22,cluster0
3523,0,0,0,0,No,No,No,Si,No,No,5,cluster0
3524,0,0,0,0,No,No,No,Si,No,No,4,cluster0
3525,0,0,1,0,No,No,No,Si,No,No,16,cluster2
3526,0,0,1,0,No,No,No,Si,No,No,16,cluster2
3527,0,0,1,0,No,No,No,Si,No,No,16,cluster2
3528,0,0,1,0,No,No,No,Si,No,No,16,cluster2
3529,0,0,1,0,No,Si,No,No,No,No,24,cluster2
3530,0,0,1,0,No,Si,No,No,No,No,27,cluster2
3531,0,0,1,0,No,Si,No,No,No,No,30,cluster2
3532,0,0,1,0,No,Si,No,No,No,No,66,cluster2
3533,0,0,1,0,No,Si,No,No,No,No,68,cluster2
3534,0,0,1,0,No,Si,No,No,No,No,69,cluster2
3535,0,0,1,0,No,Si,No,No,No,No,71,cluster2
3536,0,0,1,0,No,Si,No,No,No,No,89,cluster2
3537,0,0,1,0,No,Si,No,No,No,No,91,cluster2
3538,0,0,1,0,No,Si,No,No,No,No,92,cluster2
3539,0,0,1,0,No,Si,No,No,No,No,93,cluster2
3540,0,0,1,0,No,Si,No,No,No,No,94,cluster2
3541,0,0,1,0,No,Si,No,Si,No,No,95,cluster2
3542,0,0,0,0,No,Si,No,Si,No,No,63,cluster0
3543,0,0,0,0,No,Si,No,Si,No,No,65,cluster0
3544,0,0,0,0,No,Si,No,Si,No,No,66,cluster0
3545,0,0,0,0,No,Si,No,Si,No,No,65,cluster0
3546,0,0,0,0,No,Si,No,No,No,No,48,cluster0
3547,0,0,0,0,No,Si,No,No,No,No,47,cluster0
3548,0,0,0,0,No,Si,No,No,No,No,46,cluster0
3549,0,0,0,0,No,Si,No,No,No,No,44,cluster0
3550,0,0,0,0,No,Si,No,No,No,No,42,cluster0
3551,0,0,0,0,No,Si,No,No,No,No,39,cluster0
3552,0,0,0,0,No,Si,No,No,No,No,36,cluster0
3553,0,0,0,0,No,Si,No,No,No,No,32,cluster0
3554,0,0,0,0,No,Si,No,No,No,No,27,cluster0
3555,0,0,0,0,No,Si,No,No,No,No,30,cluster0
3556,0,0,0,0,No,Si,No,No,No,No,32,cluster0
3557,0,0,0,0,No,Si,No,No,No,No,35,cluster0
3558,0,0,0,0,No,Si,No,No,No,No,37,cluster0
3559,0,0,0,0,No,Si,No,Si,No,No,39,cluster0
3560,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
3561,0,0,0,0,No,Si,No,Si,No,No,42,cluster0
3562,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
3563,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
3564,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
3565,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
3566,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
3567,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
3568,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
3569,0,0,0,0,No,Si,No,Si,No,No,42,cluster0
3570,0,0,0,0,No,Si,No,Si,No,No,39,cluster0
3571,0,0,0,0,No,Si,No,Si,No,No,38,cluster0
3572,0,0,0,0,No,Si,No,Si,No,No,36,cluster0
3573,0,0,0,0,No,Si,No,Si,No,No,35,cluster0
3574,0,0,0,0,No,Si,No,No,No,No,38,cluster0
3575,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
3576,0,0,0,1,No,Si,No,Si,No,No,42,cluster3
3577,0,0,0,1,No,Si,No,Si,No,No,42,cluster3
3578,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
3579,0,0,0,0,No,Si,No,Si,No,No,42,cluster0
3580,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
3581,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
3582,0,0,0,0,No,Si,No,Si,No,No,38,cluster0
3583,0,0,0,0,No,Si,No,Si,No,No,35,cluster0
3584,0,0,0,0,No,Si,No,Si,No,No,34,cluster0
3585,0,0,0,0,No,Si,No,Si,No,No,31,cluster0
3586,0,0,0,0,No,Si,No,No,No,No,36,cluster0
3587,0,0,0,0,No,Si,No,Si,No,No,37,cluster0
3588,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
3589,0,0,0,0,No,Si,No,Si,No,No,42,cluster0
3590,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
3591,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
3592,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
3593,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
3594,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
3595,0,0,0,0,No,Si,No,Si,No,No,48,cluster0
3596,0,0,0,0,No,Si,No,Si,No,No,48,cluster0
3597,0,0,0,0,No,Si,No,Si,No,No,48,cluster0
3598,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
3599,0,0,0,0,No,Si,No,Si,No,No,40,cluster0
3600,0,0,0,0,No,Si,No,Si,No,No,35,cluster0
3601,0,0,0,0,No,Si,No,Si,No,No,31,cluster0
3602,0,0,1,0,No,Si,No,Si,No,No,26,cluster2
3603,0,0,1,0,No,Si,No,Si,No,No,21,cluster2
3604,0,0,1,0,No,Si,No,Si,No,No,32,cluster2
3605,0,0,0,1,No,Si,No,No,No,No,16,cluster3
3606,0,0,0,1,No,Si,No,No,No,No,16,cluster3
3607,0,0,0,1,No,Si,No,Si,No,No,16,cluster3
3608,0,0,0,1,No,Si,No,Si,No,No,16,cluster3
3609,0,0,0,0,No,No,No,Si,No,No,0,cluster0
3610,0,0,0,0,No,No,No,Si,No,No,0,cluster0
3611,0,0,0,1,No,No,No,Si,No,No,0,cluster3
3612,0,0,0,1,No,No,No,Si,No,No,0,cluster3
3613,0,0,0,1,No,No,No,Si,No,No,0,cluster3
3614,0,0,0,1,No,No,No,Si,No,No,0,cluster3
3615,0,0,0,1,No,Si,No,No,No,No,0,cluster3
3616,0,0,0,1,No,Si,No,No,No,No,0,cluster3
3617,0,0,0,1,No,Si,No,No,No,No,0,cluster3
3618,0,0,0,1,No,Si,No,No,No,No,17,cluster3
3619,0,0,0,1,No,Si,No,No,No,No,19,cluster3
3620,0,0,0,1,No,Si,No,No,No,No,25,cluster3
3621,0,0,0,1,No,Si,No,No,No,No,27,cluster3
3622,0,0,0,1,No,Si,No,Si,No,No,29,cluster3
3623,0,0,0,1,No,Si,No,Si,No,No,31,cluster3
3624,0,0,0,0,No,Si,No,Si,No,No,34,cluster0
3625,0,0,0,0,No,Si,No,Si,No,No,36,cluster0
3626,0,0,0,0,No,Si,No,Si,No,No,39,cluster0
3627,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
3628,0,0,1,0,No,Si,No,Si,No,No,56,cluster2
3629,0,0,1,0,No,No,No,Si,No,No,56,cluster2
3630,0,0,1,0,No,No,No,Si,No,No,72,cluster2
3631,0,0,1,0,No,No,No,Si,No,No,72,cluster2
3632,0,0,1,0,No,Si,No,Si,No,No,71,cluster2
3633,0,0,1,0,No,Si,No,No,No,No,71,cluster2
3634,0,0,1,0,No,Si,No,No,No,No,85,cluster2
3635,0,0,1,0,No,Si,No,Si,No,No,84,cluster2
3636,0,0,1,0,No,No,No,Si,No,No,65,cluster2
3637,0,0,1,0,No,No,No,Si,No,No,48,cluster2
3638,0,0,1,0,No,No,No,Si,No,No,45,cluster2
3639,0,0,1,0,No,No,No,Si,No,No,24,cluster2
3640,0,0,1,0,No,No,No,Si,No,No,22,cluster2
3641,0,0,1,0,No,No,No,Si,No,No,5,cluster2
3642,0,0,1,0,No,No,No,Si,No,No,19,cluster2
3643,0,0,1,0,No,No,No,Si,No,No,20,cluster2
3644,0,0,1,0,No,No,No,Si,No,No,21,cluster2
3645,0,0,1,0,No,No,No,Si,No,No,26,cluster2
3646,0,0,1,0,No,No,No,Si,No,No,28,cluster2
3647,0,0,1,0,No,No,No,Si,No,No,29,cluster2
3648,0,0,1,0,No,Si,No,No,No,No,46,cluster2
3649,0,0,1,0,No,Si,No,No,No,No,46,cluster2
3650,0,0,1,0,No,Si,No,No,No,No,46,cluster2
3651,0,0,1,0,No,Si,No,Si,No,No,44,cluster2
3652,0,0,1,0,No,No,No,Si,No,No,43,cluster2
3653,0,0,1,0,No,No,No,Si,No,No,38,cluster2
3654,0,0,1,0,No,No,No,Si,No,No,21,cluster2
3655,0,0,1,0,No,No,No,Si,No,No,18,cluster2
3656,0,0,1,0,No,No,No,Si,No,No,18,cluster2
3657,0,0,1,0,No,No,No,Si,No,No,17,cluster2
3658,0,0,1,0,No,No,No,Si,No,No,17,cluster2
3659,0,0,1,0,No,No,No,Si,No,No,18,cluster2
3660,0,0,1,0,No,No,No,Si,No,No,19,cluster2
3661,0,0,1,0,No,No,No,Si,No,No,21,cluster2
3662,0,0,1,0,No,No,No,Si,No,No,45,cluster2
3663,0,0,1,0,No,No,No,Si,No,No,47,cluster2
3664,0,0,1,0,No,No,No,Si,No,No,49,cluster2
3665,0,0,1,0,No,Si,No,No,No,No,51,cluster2
3666,0,0,1,0,No,Si,No,No,No,No,53,cluster2
3667,0,0,1,0,No,Si,No,No,No,No,55,cluster2
3668,0,0,1,0,No,Si,No,Si,No,No,57,cluster2
3669,0,0,1,0,No,Si,No,Si,No,No,41,cluster2
3670,0,0,1,0,No,Si,No,Si,No,No,24,cluster2
3671,0,0,1,0,No,No,No,Si,No,No,23,cluster2
3672,0,0,1,0,No,Si,No,Si,No,No,24,cluster2
3673,0,0,1,0,No,Si,No,Si,No,No,34,cluster2
3674,0,0,1,0,No,Si,No,Si,No,No,33,cluster2
3675,0,0,1,0,No,No,No,Si,No,No,29,cluster2
3676,0,0,1,0,No,No,No,Si,No,No,29,cluster2
3677,0,0,1,0,No,Si,No,Si,No,No,28,cluster2
3678,0,0,1,0,No,Si,No,Si,No,No,27,cluster2
3679,0,0,0,0,No,No,No,Si,No,No,7,cluster0
3680,0,0,0,0,No,No,No,Si,No,No,13,cluster0
3681,0,0,0,0,Si,No,No,No,No,No,59,cluster0
3682,0,0,0,0,Si,No,No,No,No,No,59,cluster0
3683,0,0,0,0,Si,No,No,No,No,No,59,cluster0
3684,0,0,0,0,Si,No,No,No,No,No,71,cluster0
3685,0,0,0,0,No,Si,No,No,No,No,22,cluster0
3686,0,0,0,0,No,Si,No,No,No,No,23,cluster0
3687,0,0,0,0,No,Si,No,Si,No,No,24,cluster0
3688,0,0,0,1,No,Si,No,Si,No,No,14,cluster3
3689,0,0,0,0,No,Si,No,Si,No,No,13,cluster0
3690,0,0,0,0,Si,No,No,No,No,No,-3,cluster0
3691,0,0,0,0,Si,No,No,No,No,No,-4,cluster0
3692,0,0,0,0,Si,No,No,No,No,No,-3,cluster0
3693,0,0,0,0,Si,No,No,No,No,No,-1,cluster0
3694,0,0,0,0,Si,No,No,No,No,No,1,cluster0
3695,0,0,0,0,Si,No,No,Si,No,No,4,cluster0
3696,0,0,0,0,Si,No,No,Si,No,No,6,cluster0
3697,0,0,0,0,Si,No,No,Si,No,No,9,cluster0
3698,0,0,0,0,Si,No,No,Si,No,No,13,cluster0
3699,0,0,0,0,Si,No,No,Si,No,No,14,cluster0
3700,0,0,0,0,No,Si,No,No,No,No,9,cluster0
3701,0,0,0,0,No,Si,No,No,No,No,7,cluster0
3702,0,0,0,0,No,Si,No,No,No,No,5,cluster0
3703,0,0,0,1,Si,No,No,No,No,No,-7,cluster3
3704,0,0,0,1,Si,No,No,No,No,No,-6,cluster3
3705,0,0,0,1,Si,No,No,No,No,No,-5,cluster3
3706,0,0,0,1,Si,No,No,No,No,No,-3,cluster3
3707,0,0,0,1,Si,No,No,No,No,No,-1,cluster3
3708,0,0,0,1,Si,No,No,Si,No,No,0,cluster3
3709,0,0,0,1,Si,No,No,Si,No,No,-1,cluster3
3710,0,0,0,0,No,No,No,Si,No,No,-2,cluster0
3711,0,0,0,0,Si,No,No,No,No,No,-12,cluster0
3712,0,0,0,0,Si,No,No,No,No,No,-15,cluster0
3713,0,0,0,0,Si,No,No,Si,No,No,-18,cluster0
3714,0,0,0,0,Si,No,No,Si,No,No,-20,cluster0
3715,0,0,0,0,Si,No,No,Si,No,No,-21,cluster0
3716,0,0,0,0,Si,No,No,Si,No,No,-22,cluster0
3717,0,0,0,0,No,No,No,Si,No,No,-21,cluster0
3718,0,0,1,0,Si,No,No,Si,No,No,-22,cluster2
3719,0,0,1,0,Si,No,No,Si,No,No,-21,cluster2
3720,0,0,1,0,Si,No,No,Si,No,No,-20,cluster2
3721,0,0,1,0,Si,No,No,Si,No,No,-18,cluster2
3722,0,0,1,0,No,No,No,Si,No,No,-16,cluster2
3723,0,0,1,0,No,No,No,Si,No,No,-14,cluster2
3724,0,0,1,0,No,No,No,Si,No,No,-5,cluster2
3725,0,0,1,0,No,No,No,Si,No,No,-5,cluster2
3726,0,0,1,0,No,No,No,Si,No,No,-9,cluster2
3727,0,0,1,0,No,No,No,Si,No,No,6,cluster2
3728,0,0,1,0,Si,No,No,No,No,No,3,cluster2
3729,0,0,1,0,Si,No,No,Si,No,No,2,cluster2
3730,0,0,1,0,Si,No,No,Si,No,No,2,cluster2
3731,0,0,1,0,Si,No,No,Si,No,No,3,cluster2
3732,0,0,1,0,No,No,No,Si,No,No,7,cluster2
3733,0,0,1,0,No,No,No,Si,No,No,-7,cluster2
3734,0,0,1,0,No,No,No,Si,No,No,-4,cluster2
3735,0,0,1,0,No,No,No,Si,No,No,-3,cluster2
3736,0,0,1,0,No,No,No,Si,No,No,-1,cluster2
3737,0,0,1,0,No,No,No,Si,No,No,-1,cluster2
3738,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3739,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3740,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3741,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3742,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3743,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3744,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3745,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3746,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3747,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3748,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3749,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3750,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3751,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3752,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3753,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3754,0,0,1,0,No,No,No,Si,No,No,0,cluster2
3755,0,0,1,0,No,No,No,Si,No,No,0,cluster2
