@relation 'mario-weka.filters.unsupervised.attribute.Remove-R2-3,5-6-weka.filters.unsupervised.attribute.Remove-R2_clustered'

@attribute Instance_number numeric
@attribute enemigoDelante {0,1}
@attribute monedaEncima {0,1}
@attribute bloqueEncima {0,1}
@attribute obstaculoDelante {0,1}
@attribute left {Si,No}
@attribute right {Si,No}
@attribute down {Si,No}
@attribute jump {Si,No}
@attribute speed {Si,No}
@attribute up {Si,No}
@attribute Puntuacion+Distancia numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
389,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
390,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
391,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
392,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
393,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
394,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
395,0,0,0,0,No,Si,No,No,No,No,55,cluster0
396,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
397,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
398,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
399,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
400,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
401,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
402,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
403,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
404,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
405,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
406,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
407,0,0,0,0,No,Si,No,Si,No,No,37,cluster0
408,0,0,0,0,No,Si,No,Si,No,No,34,cluster0
409,0,0,0,0,No,Si,No,Si,No,No,31,cluster0
410,0,0,0,0,No,Si,No,Si,No,No,28,cluster0
411,0,0,0,0,No,Si,No,Si,No,No,26,cluster0
412,0,0,0,1,No,Si,No,No,No,No,23,cluster3
413,0,0,0,1,No,Si,No,Si,No,No,22,cluster3
414,0,0,0,0,No,Si,No,Si,No,No,24,cluster0
415,0,0,0,0,No,Si,No,Si,No,No,28,cluster0
416,0,0,0,0,No,Si,No,Si,No,No,31,cluster0
417,0,0,0,0,No,Si,No,Si,No,No,33,cluster0
418,0,0,0,0,No,Si,No,Si,No,No,35,cluster0
419,0,0,0,0,No,Si,No,Si,No,No,38,cluster0
420,0,0,0,0,No,Si,No,Si,No,No,39,cluster0
421,0,0,0,0,No,Si,No,Si,No,No,-471,cluster0
422,0,0,0,0,No,Si,No,No,No,No,24,cluster0
423,0,0,0,0,No,Si,No,Si,No,No,28,cluster0
424,0,0,0,0,No,Si,No,Si,No,No,31,cluster0
425,0,0,0,0,No,Si,No,Si,No,No,33,cluster0
426,0,0,0,0,No,Si,No,Si,No,No,35,cluster0
427,0,0,0,0,No,Si,No,Si,No,No,38,cluster0
428,0,0,0,0,No,Si,No,Si,No,No,39,cluster0
429,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
430,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
431,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
432,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
433,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
434,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
435,0,0,0,0,No,Si,No,Si,No,No,48,cluster0
436,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
437,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
438,0,0,0,0,No,Si,No,Si,No,No,50,cluster0
439,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
440,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
441,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
442,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
443,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
444,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
445,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
446,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
447,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
448,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
449,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
450,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
451,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
452,0,0,0,0,No,Si,No,No,No,No,54,cluster0
453,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
454,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
455,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
456,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
457,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
458,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
459,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
460,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
461,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
462,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
463,0,0,0,0,No,Si,No,Si,No,No,65,cluster0
464,1,0,0,0,No,Si,No,Si,No,No,64,cluster1
465,1,0,0,0,No,Si,No,Si,No,No,55,cluster1
466,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
467,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
468,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
469,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
470,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
471,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
472,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
473,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
474,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
475,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
476,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
477,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
478,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
479,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
480,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
481,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
482,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
483,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
484,0,0,0,0,No,Si,No,No,No,No,54,cluster0
485,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
486,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
487,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
488,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
489,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
490,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
491,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
492,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
493,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
494,0,0,0,0,No,Si,No,Si,No,No,13,cluster0
495,0,0,0,0,No,Si,No,Si,No,No,12,cluster0
496,0,0,0,0,No,Si,No,Si,No,No,13,cluster0
497,0,0,0,0,No,Si,No,Si,No,No,13,cluster0
498,0,0,0,0,No,Si,No,Si,No,No,12,cluster0
499,0,0,0,0,No,Si,No,Si,No,No,13,cluster0
500,0,0,0,0,No,Si,No,Si,No,No,12,cluster0
501,0,0,0,0,No,Si,No,Si,No,No,13,cluster0
502,0,0,0,0,No,Si,No,Si,No,No,12,cluster0
503,0,0,0,0,No,Si,No,Si,No,No,13,cluster0
504,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
505,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
506,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
507,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
508,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
509,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
510,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
511,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
512,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
513,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
514,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
515,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
516,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
517,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
518,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
519,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
520,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
521,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
522,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
523,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
524,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
525,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
526,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
527,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
528,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
529,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
530,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
531,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
532,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
533,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
534,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
535,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
536,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
537,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
538,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
539,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
540,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
541,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
542,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
543,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
544,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
545,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
546,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
547,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
548,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
549,0,0,0,0,No,Si,No,No,No,No,55,cluster0
550,1,0,0,0,No,Si,No,Si,No,No,54,cluster1
551,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
552,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
553,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
554,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
555,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
556,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
557,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
558,0,0,0,0,No,Si,No,Si,No,No,65,cluster0
559,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
560,0,0,0,0,No,Si,No,Si,No,No,65,cluster0
561,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
562,0,0,0,0,No,Si,No,Si,No,No,65,cluster0
563,0,0,0,0,No,Si,No,Si,No,No,65,cluster0
564,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
565,0,0,0,0,No,Si,No,Si,No,No,65,cluster0
566,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
567,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
568,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
569,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
570,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
571,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
572,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
573,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
574,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
575,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
576,0,0,0,0,No,Si,No,Si,No,No,48,cluster0
577,0,0,0,0,No,Si,No,Si,No,No,-470,cluster0
578,0,0,0,0,No,Si,No,No,No,No,24,cluster0
579,0,0,0,0,No,Si,No,Si,No,No,28,cluster0
580,0,0,0,0,No,Si,No,Si,No,No,31,cluster0
581,0,0,0,0,No,Si,No,Si,No,No,33,cluster0
582,0,0,0,0,No,Si,No,Si,No,No,35,cluster0
583,0,0,0,0,No,Si,No,Si,No,No,38,cluster0
584,0,0,0,0,No,Si,No,Si,No,No,39,cluster0
585,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
586,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
587,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
588,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
589,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
590,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
591,0,0,0,0,No,Si,No,Si,No,No,48,cluster0
592,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
593,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
594,0,0,0,0,No,Si,No,Si,No,No,50,cluster0
595,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
596,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
597,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
598,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
599,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
600,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
601,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
602,0,0,0,0,No,Si,No,No,No,No,53,cluster0
603,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
604,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
605,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
606,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
607,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
608,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
609,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
610,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
611,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
612,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
613,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
614,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
615,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
616,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
617,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
618,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
619,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
620,0,0,0,0,No,Si,No,No,No,No,54,cluster0
621,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
622,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
623,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
624,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
625,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
626,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
627,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
628,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
629,0,0,0,0,No,Si,No,Si,No,No,-463,cluster0
630,0,0,0,0,No,Si,No,No,No,No,24,cluster0
631,0,0,0,0,No,Si,No,Si,No,No,28,cluster0
632,0,0,0,0,No,Si,No,Si,No,No,31,cluster0
633,0,0,0,0,No,Si,No,Si,No,No,33,cluster0
634,0,0,0,0,No,Si,No,Si,No,No,35,cluster0
635,0,0,0,0,No,Si,No,Si,No,No,38,cluster0
636,0,0,0,0,No,Si,No,Si,No,No,39,cluster0
637,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
638,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
639,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
640,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
641,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
642,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
643,0,0,0,0,No,Si,No,Si,No,No,48,cluster0
644,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
645,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
646,0,0,0,0,No,Si,No,Si,No,No,50,cluster0
647,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
648,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
649,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
650,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
651,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
652,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
653,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
654,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
655,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
656,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
657,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
658,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
659,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
660,0,0,0,0,No,Si,No,No,No,No,54,cluster0
661,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
662,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
663,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
664,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
665,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
666,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
667,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
668,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
669,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
670,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
671,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
672,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
673,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
674,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
675,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
676,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
677,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
678,0,0,0,0,No,Si,No,No,No,No,55,cluster0
679,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
680,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
681,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
682,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
683,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
684,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
685,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
686,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
687,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
688,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
689,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
690,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
691,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
692,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
693,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
694,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
695,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
696,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
697,1,0,0,0,No,Si,No,No,No,No,54,cluster1
698,1,0,0,0,No,Si,No,Si,No,No,55,cluster1
699,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
700,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
701,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
702,0,0,0,0,No,Si,No,Si,No,No,65,cluster0
703,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
704,0,0,0,0,No,Si,No,Si,No,No,65,cluster0
705,0,0,0,0,No,Si,No,Si,No,No,65,cluster0
706,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
707,0,0,1,0,No,Si,No,Si,No,No,65,cluster2
708,0,0,1,0,No,Si,No,Si,No,No,64,cluster2
709,0,0,1,0,No,Si,No,Si,No,No,65,cluster2
710,0,0,1,0,No,Si,No,Si,No,No,64,cluster2
711,0,0,1,0,No,Si,No,Si,No,No,55,cluster2
712,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
713,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
714,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
715,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
716,0,0,0,0,No,Si,No,Si,No,No,87,cluster0
717,0,0,0,0,No,Si,No,Si,No,No,86,cluster0
718,0,0,0,0,No,Si,No,Si,No,No,87,cluster0
719,0,0,0,0,No,Si,No,Si,No,No,118,cluster0
720,0,0,0,0,No,Si,No,Si,No,No,119,cluster0
721,0,0,0,0,No,Si,No,Si,No,No,118,cluster0
722,0,0,0,0,No,Si,No,Si,No,No,119,cluster0
723,0,0,0,0,No,Si,No,Si,No,No,118,cluster0
724,0,0,1,0,No,Si,No,Si,No,No,119,cluster2
725,0,0,1,0,No,Si,No,Si,No,No,118,cluster2
726,0,0,1,0,No,Si,No,Si,No,No,87,cluster2
727,0,0,1,0,No,Si,No,Si,No,No,87,cluster2
728,0,0,1,0,No,Si,No,No,No,No,86,cluster2
729,0,0,1,0,No,Si,No,Si,No,No,55,cluster2
730,0,0,1,0,No,Si,No,Si,No,No,54,cluster2
731,0,0,1,0,No,Si,No,Si,No,No,55,cluster2
732,0,1,0,0,No,Si,No,Si,No,No,54,cluster4
733,0,1,0,0,No,Si,No,Si,No,No,55,cluster4
734,0,1,0,0,No,Si,No,Si,No,No,54,cluster4
735,0,1,0,0,No,Si,No,Si,No,No,65,cluster4
736,0,1,0,0,No,Si,No,Si,No,No,64,cluster4
737,0,1,0,0,No,Si,No,Si,No,No,65,cluster4
738,0,1,0,0,No,Si,No,Si,No,No,65,cluster4
739,0,1,0,0,No,Si,No,Si,No,No,64,cluster4
740,0,1,1,0,No,Si,No,Si,No,No,65,cluster2
741,0,0,1,0,No,Si,No,Si,No,No,64,cluster2
742,0,0,1,0,No,Si,No,Si,No,No,65,cluster2
743,0,0,1,0,No,Si,No,Si,No,No,64,cluster2
744,0,0,0,0,No,Si,No,Si,No,No,65,cluster0
745,1,0,0,0,No,Si,No,Si,No,No,54,cluster1
746,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
747,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
748,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
749,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
750,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
751,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
752,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
753,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
754,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
755,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
756,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
757,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
758,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
759,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
760,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
761,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
762,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
763,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
764,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
765,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
766,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
767,0,0,0,0,No,Si,No,No,No,No,54,cluster0
768,1,0,0,0,No,Si,No,Si,No,No,55,cluster1
769,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
770,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
771,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
772,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
773,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
774,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
775,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
776,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
777,0,0,0,0,No,Si,No,Si,No,No,38,cluster0
778,0,0,0,0,No,Si,No,Si,No,No,32,cluster0
779,0,0,0,0,No,Si,No,Si,No,No,28,cluster0
780,0,0,0,0,No,Si,No,Si,No,No,24,cluster0
781,0,0,0,0,No,Si,No,Si,No,No,21,cluster0
782,0,0,0,1,No,Si,No,Si,No,No,18,cluster3
783,0,0,0,1,No,Si,No,No,No,No,15,cluster3
784,0,0,0,1,No,Si,No,Si,No,No,13,cluster3
785,0,0,0,1,No,Si,No,No,No,No,16,cluster3
786,0,0,0,1,No,Si,No,Si,No,No,20,cluster3
787,0,0,0,1,No,Si,No,Si,No,No,24,cluster3
788,0,0,0,0,No,Si,No,Si,No,No,28,cluster0
789,0,0,0,0,No,Si,No,Si,No,No,31,cluster0
790,0,0,0,0,No,Si,No,Si,No,No,33,cluster0
791,0,0,0,0,No,Si,No,Si,No,No,35,cluster0
792,0,0,0,0,No,Si,No,Si,No,No,38,cluster0
793,0,0,0,0,No,Si,No,Si,No,No,39,cluster0
794,0,0,0,0,No,Si,No,Si,No,No,41,cluster0
795,0,0,0,0,No,Si,No,Si,No,No,43,cluster0
796,0,0,0,0,No,Si,No,Si,No,No,44,cluster0
797,0,0,0,0,No,Si,No,Si,No,No,45,cluster0
798,0,0,0,0,No,Si,No,Si,No,No,46,cluster0
799,0,0,0,0,No,Si,No,Si,No,No,47,cluster0
800,0,0,0,0,No,Si,No,No,No,No,48,cluster0
801,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
802,0,0,0,0,No,Si,No,Si,No,No,49,cluster0
803,0,0,0,0,No,Si,No,Si,No,No,50,cluster0
804,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
805,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
806,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
807,0,0,0,0,No,Si,No,Si,No,No,51,cluster0
808,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
809,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
810,0,0,0,0,No,Si,No,Si,No,No,52,cluster0
811,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
812,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
813,0,0,0,0,No,Si,No,Si,No,No,53,cluster0
814,0,0,0,0,No,Si,No,Si,No,No,63,cluster0
815,0,0,0,0,No,Si,No,Si,No,No,63,cluster0
816,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
817,0,0,1,0,No,Si,No,Si,No,No,64,cluster2
818,0,0,1,0,No,Si,No,Si,No,No,63,cluster2
819,0,0,1,0,No,Si,No,Si,No,No,64,cluster2
820,0,0,1,0,No,Si,No,Si,No,No,64,cluster2
821,0,0,1,0,No,Si,No,Si,No,No,64,cluster2
822,0,0,1,0,No,Si,No,Si,No,No,64,cluster2
823,0,0,0,0,No,Si,No,Si,No,No,64,cluster0
824,1,0,0,0,No,Si,No,Si,No,No,54,cluster1
825,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
826,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
827,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
828,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
829,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
830,0,0,0,0,No,Si,No,Si,No,No,55,cluster0
831,0,0,0,0,No,Si,No,Si,No,No,54,cluster0
